# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
Indexes.stubs.lookupDuration90PMs,1742024292971000000,1742024352997000000,0.0
Indexes.entries.lookupDurationMaxMs,1742024292971000000,1742024352997000000,0.0
Indexes.entries.lookupDuration90PMs,1742024292971000000,1742024352997000000,0.0
Indexes.entries.lookups,1742024292971000000,1742024352997000000,0.0
Indexes.stubs.lookupDurationMaxMs,1742024292971000000,1742024352997000000,0.0
Indexes.allKeys.lookupDurationAvgMs,1742024292971000000,1742024352997000000,0.0
Indexes.allKeys.lookupDurationMaxMs,1742024292971000000,1742024352997000000,0.0
Indexes.allKeys.lookups,1742024292971000000,1742024352997000000,0.0
Indexes.allKeys.lookupDuration90PMs,1742024292971000000,1742024352997000000,0.0
IndexesFlusher.totalFlushes,1742024292971000000,1742024352997000000,58
Indexes.stubs.lookupDurationAvgMs,1742024292971000000,1742024352997000000,0.0
IndexesFlusher.totalFlushesRetried,1742024292971000000,1742024352997000000,0
Indexes.entries.lookupDurationAvgMs,1742024292971000000,1742024352997000000,0.0
IndexesFlusher.totalContentionQuotaSpent,1742024292971000000,1742024352997000000,0
IndexesFlusher.totalFlushingTimeUs,1742024292971000000,1742024352997000000,194700
Indexes.stubs.lookups,1742024292971000000,1742024352997000000,0.0
jps.storage.jps.conf.reader.load.component.ms,1742024292971000000,1742024352997000000,4
jps.global.initialize.library.bridges.ms,1742024292971000000,1742024352997000000,0
jps.project.serializers.save.ms,1742024292971000000,1742024352997000000,0
workspaceModel.global.apply.state.to.project.ms,1742024292971000000,1742024352997000000,35
workspaceModel.mutableEntityStorage.mutable.vfurl.index.ms,1742024292971000000,1742024352997000000,0
jps.load.initial.state.ms,1742024292971000000,1742024352997000000,5
jps.save.global.entities.ms,1742024292971000000,1742024352997000000,1
jps.global.get.library.ms,1742024292971000000,1742024352997000000,0
jps.load.project.to.empty.storage.ms,1742024292971000000,1742024352997000000,41
workspaceModel.delayed.project.synchronizer.sync.ms,1742024292971000000,1742024352997000000,29185
workspaceModel.mutableEntityStorage.referrers.ms,1742024292971000000,1742024352997000000,0
workspaceModel.moduleManagerBridge.set.unloadedModules.ms,1742024292971000000,1742024352997000000,0
jps.module.iml.entities.serializer.load.entities.ms,1742024292971000000,1742024352997000000,8
jps.project.serializers.load.ms,1742024292971000000,1742024352997000000,18
workspaceModel.moduleManagerBridge.new.nonPersistent.module.ms,1742024292971000000,1742024352997000000,0
jps.facet.change.listener.init.bridge.ms,1742024292971000000,1742024352997000000,0
jps.apply.loaded.storage.ms,1742024292971000000,1742024352997000000,29142
workspaceModel.moduleManagerBridge.get.modules.ms,1742024292971000000,1742024352997000000,1
jps.library.entities.serializer.save.entities.ms,1742024292971000000,1742024352997000000,0
workspaceModel.mutableEntityStorage.put.entity.ms,1742024292971000000,1742024352997000000,2
workspaceModel.load.cache.metadata.from.file.ms,1742024292971000000,1742024352997000000,22
workspaceModel.moduleBridge.before.changed.ms,1742024292971000000,1742024352997000000,0
workspaceModel.moduleManagerBridge.create.module.instance.ms,1742024292971000000,1742024352997000000,0
workspaceModel.moduleManagerBridge.load.all.modules.ms,1742024292971000000,1742024352997000000,37
workspaceModel.moduleBridge.update.option.ms,1742024292971000000,1742024352997000000,0
workspaceModel.save.cache.to.file.ms,1742024292971000000,1742024352997000000,29
jps.global.get.library.by.name.ms,1742024292971000000,1742024352997000000,0
workspaceModel.mutableEntityStorage.replace.by.source.ms,1742024292971000000,1742024352997000000,8
jps.facet.change.listener.process.change.events.ms,1742024292971000000,1742024352997000000,0
workspaceModel.mutableEntityStorage.to.snapshot.ms,1742024292971000000,1742024352997000000,2
workspaceModel.mutableEntityStorage.has.same.entities.ms,1742024292971000000,1742024352997000000,0
workspaceModel.orphan.listener.update.ms,1742024292971000000,1742024352997000000,3
jps.library.entities.serializer.load.entities.ms,1742024292971000000,1742024352997000000,0
jps.artifact.entities.serializer.load.entities.ms,1742024292971000000,1742024352997000000,0
workspaceModel.mutableEntityStorage.entities.by.source.ms,1742024292971000000,1742024352997000000,1
workspaceModel.mutableEntityStorage.resolve.ms,1742024292971000000,1742024352997000000,0
workspaceModel.mutableEntityStorage.collect.changes.ms,1742024292971000000,1742024352997000000,0
workspaceModel.mutableEntityStorage.add.diff.ms,1742024292971000000,1742024352997000000,3
jps.save.changed.project.entities.ms,1742024292971000000,1742024352997000000,0
jps.global.handle.changed.events.ms,1742024292971000000,1742024352997000000,0
workspaceModel.mutableEntityStorage.mutable.ext.mapping.ms,1742024292971000000,1742024352997000000,1
workspaceModel.moduleBridge.facet.initialization.ms,1742024292971000000,1742024352997000000,0
workspaceModel.mutableEntityStorage.modify.entity.ms,1742024292971000000,1742024352997000000,2
jps.global.get.libraries.ms,1742024292971000000,1742024352997000000,0
jps.artifact.entities.serializer.save.entities.ms,1742024292971000000,1742024352997000000,0
workspaceModel.sync.entities.ms,1742024292971000000,1742024352997000000,0
jps.facet.change.listener.before.change.events.ms,1742024292971000000,1742024352997000000,0
workspaceModel.load.cache.from.file.ms,1742024292971000000,1742024352997000000,201
jps.module.iml.entities.serializer.save.entities.ms,1742024292971000000,1742024352997000000,0
workspaceModel.mutableEntityStorage.add.entity.ms,1742024292971000000,1742024352997000000,16
workspaceModel.global.updates.ms,1742024292971000000,1742024352997000000,0
workspaceModel.mutableEntityStorage.remove.entity.ms,1742024292971000000,1742024352997000000,0
workspaceModel.moduleManagerBridge.newModule.ms,1742024292971000000,1742024352997000000,0
jps.global.handle.before.change.events.ms,1742024292971000000,1742024352997000000,0
jps.app.storage.content.reader.load.component.ms,1742024292971000000,1742024352997000000,0
workspaceModel.global.updates.count,1742024292971000000,1742024352997000000,0
jps.app.storage.content.writer.save.component.ms,1742024292971000000,1742024352997000000,0
workspaceModel.mutableEntityStorage.entities.ms,1742024292971000000,1742024352997000000,0
jps.global.initialize.library.bridges.after.loading.ms,1742024292971000000,1742024352997000000,0
jps.reload.project.entities.ms,1742024292971000000,1742024352997000000,0
workspaceModel.moduleManagerBridge.load.module.ms,1742024292971000000,1742024352997000000,0
workspaceModel.moduleManagerBridge.build.module.graph.ms,1742024292971000000,1742024352997000000,2
workspaceModel.global.apply.state.to.project.builder.ms,1742024292971000000,1742024352997000000,1
workspaceModel.moduleBridgeLoader.loading.modules.ms,1742024292971000000,1742024352997000000,282
