# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
jps.storage.jps.conf.reader.load.component.ms,1742026995650000000,1742027055678000000,11
workspaceModel.moduleManagerBridge.load.module.ms,1742026995650000000,1742027055678000000,0
workspaceModel.mutableEntityStorage.has.same.entities.ms,1742026995650000000,1742027055678000000,0
workspaceModel.moduleBridgeLoader.loading.modules.ms,1742026995650000000,1742027055678000000,321
workspaceModel.mutableEntityStorage.to.snapshot.ms,1742026995650000000,1742027055678000000,1
workspaceModel.mutableEntityStorage.remove.entity.ms,1742026995650000000,1742027055678000000,0
workspaceModel.mutableEntityStorage.modify.entity.ms,1742026995650000000,1742027055678000000,3
workspaceModel.moduleManagerBridge.build.module.graph.ms,1742026995650000000,1742027055678000000,3
workspaceModel.moduleManagerBridge.get.modules.ms,1742026995650000000,1742027055678000000,1
workspaceModel.global.updates.ms,1742026995650000000,1742027055678000000,0
jps.global.initialize.library.bridges.after.loading.ms,1742026995650000000,1742027055678000000,0
jps.global.get.library.by.name.ms,1742026995650000000,1742027055678000000,0
workspaceModel.moduleManagerBridge.newModule.ms,1742026995650000000,1742027055678000000,0
workspaceModel.mutableEntityStorage.add.diff.ms,1742026995650000000,1742027055678000000,2
workspaceModel.global.updates.count,1742026995650000000,1742027055678000000,0
workspaceModel.mutableEntityStorage.mutable.ext.mapping.ms,1742026995650000000,1742027055678000000,0
jps.global.initialize.library.bridges.ms,1742026995650000000,1742027055678000000,0
jps.facet.change.listener.init.bridge.ms,1742026995650000000,1742027055678000000,0
workspaceModel.mutableEntityStorage.collect.changes.ms,1742026995650000000,1742027055678000000,0
workspaceModel.moduleBridge.update.option.ms,1742026995650000000,1742027055678000000,0
workspaceModel.mutableEntityStorage.resolve.ms,1742026995650000000,1742027055678000000,0
jps.artifact.entities.serializer.load.entities.ms,1742026995650000000,1742027055678000000,0
jps.global.get.libraries.ms,1742026995650000000,1742027055678000000,1
jps.library.entities.serializer.load.entities.ms,1742026995650000000,1742027055678000000,0
workspaceModel.moduleManagerBridge.create.module.instance.ms,1742026995650000000,1742027055678000000,0
jps.library.entities.serializer.save.entities.ms,1742026995650000000,1742027055678000000,0
jps.save.global.entities.ms,1742026995650000000,1742027055678000000,0
workspaceModel.global.apply.state.to.project.builder.ms,1742026995650000000,1742027055678000000,1
workspaceModel.mutableEntityStorage.put.entity.ms,1742026995650000000,1742027055678000000,2
workspaceModel.moduleManagerBridge.set.unloadedModules.ms,1742026995650000000,1742027055678000000,0
workspaceModel.orphan.listener.update.ms,1742026995650000000,1742027055678000000,2
workspaceModel.moduleManagerBridge.load.all.modules.ms,1742026995650000000,1742027055678000000,36
jps.app.storage.content.reader.load.component.ms,1742026995650000000,1742027055678000000,0
workspaceModel.mutableEntityStorage.referrers.ms,1742026995650000000,1742027055678000000,0
jps.project.serializers.save.ms,1742026995650000000,1742027055678000000,1
jps.project.serializers.load.ms,1742026995650000000,1742027055678000000,20
workspaceModel.moduleBridge.before.changed.ms,1742026995650000000,1742027055678000000,0
workspaceModel.mutableEntityStorage.replace.by.source.ms,1742026995650000000,1742027055678000000,9
workspaceModel.sync.entities.ms,1742026995650000000,1742027055678000000,0
jps.reload.project.entities.ms,1742026995650000000,1742027055678000000,0
workspaceModel.mutableEntityStorage.mutable.vfurl.index.ms,1742026995650000000,1742027055678000000,0
workspaceModel.global.apply.state.to.project.ms,1742026995650000000,1742027055678000000,24
workspaceModel.moduleBridge.facet.initialization.ms,1742026995650000000,1742027055678000000,0
workspaceModel.mutableEntityStorage.add.entity.ms,1742026995650000000,1742027055678000000,24
workspaceModel.mutableEntityStorage.entities.by.source.ms,1742026995650000000,1742027055678000000,0
workspaceModel.load.cache.from.file.ms,1742026995650000000,1742027055678000000,171
jps.load.project.to.empty.storage.ms,1742026995650000000,1742027055678000000,67
workspaceModel.delayed.project.synchronizer.sync.ms,1742026995650000000,1742027055678000000,14814
jps.load.initial.state.ms,1742026995650000000,1742027055678000000,6
jps.save.changed.project.entities.ms,1742026995650000000,1742027055678000000,1
jps.global.handle.changed.events.ms,1742026995650000000,1742027055678000000,0
jps.global.handle.before.change.events.ms,1742026995650000000,1742027055678000000,0
jps.artifact.entities.serializer.save.entities.ms,1742026995650000000,1742027055678000000,0
workspaceModel.mutableEntityStorage.entities.ms,1742026995650000000,1742027055678000000,0
jps.global.get.library.ms,1742026995650000000,1742027055678000000,0
jps.apply.loaded.storage.ms,1742026995650000000,1742027055678000000,14744
workspaceModel.load.cache.metadata.from.file.ms,1742026995650000000,1742027055678000000,27
workspaceModel.moduleManagerBridge.new.nonPersistent.module.ms,1742026995650000000,1742027055678000000,0
jps.module.iml.entities.serializer.save.entities.ms,1742026995650000000,1742027055678000000,0
jps.facet.change.listener.process.change.events.ms,1742026995650000000,1742027055678000000,1
jps.facet.change.listener.before.change.events.ms,1742026995650000000,1742027055678000000,0
jps.app.storage.content.writer.save.component.ms,1742026995650000000,1742027055678000000,0
jps.module.iml.entities.serializer.load.entities.ms,1742026995650000000,1742027055678000000,8
workspaceModel.save.cache.to.file.ms,1742026995650000000,1742027055678000000,36
FilePageCacheLockFree.housekeeperTimeSpentMs,1742026995650000000,1742027055678000000,187
FilePageCacheLockFree.totalNativeBytesReclaimed,1742026995650000000,1742027055678000000,0
FilePageCacheLockFree.totalPagesHandedOver,1742026995650000000,1742027055678000000,0
FilePageCacheLockFree.totalPagesReadMs,1742026995650000000,1742027055678000000,3
MappedFileStorage.totalTimeSpentOnMappingUs,1742026995650000000,1742027055678000000,517
FilePageCache.pageHits,1742026995650000000,1742027055678000000,9
FilePageCacheLockFree.totalBytesRequested,1742026995650000000,1742027055678000000,81920
StorageLockContext.competingThreads.max,1742026995650000000,1742027055678000000,0
FilePageCache.pageFastCacheHits,1742026995650000000,1742027055678000000,6257
StreamlinedBlobStorage.totalLiveRecordsPayloadBytes,1742026995650000000,1742027055678000000,689289
FilePageCacheLockFree.totalHeapBytesAllocated,1742026995650000000,1742027055678000000,0
FilePageCacheLockFree.housekeeperTurnsSkipped,1742026995650000000,1742027055678000000,46760
DirectByteBufferAllocator.totalSizeOfBuffersAllocatedInBytes,1742026995650000000,1742027055678000000,263233536
FilePageCacheLockFree.totalHeapBytesReclaimed,1742026995650000000,1742027055678000000,0
MappedFileStorage.totalBytesMapped,1742026995650000000,1742027055678000000,128188416
FilePageCacheLockFree.heapBytesInUse,1742026995650000000,1742027055678000000,0
FilePageCacheLockFree.housekeeperTurnsDone,1742026995650000000,1742027055678000000,120
FilePageCache.totalPageDisposalsUs,1742026995650000000,1742027055678000000,963
FilePageCache.uncachedFileAccess,1742026995650000000,1742027055678000000,194
StreamlinedBlobStorage.totalLiveRecordsCapacityBytes,1742026995650000000,1742027055678000000,2615342
DirectByteBufferAllocator.reclaimed,1742026995650000000,1742027055678000000,22
FilePageCacheLockFree.totalPagesReclaimed,1742026995650000000,1742027055678000000,0
FilePageCacheLockFree.totalPagesAllocated,1742026995650000000,1742027055678000000,3
DirectByteBufferAllocator.misses,1742026995650000000,1742027055678000000,256
StorageLockContext.competingThreads.90P,1742026995650000000,1742027055678000000,0
FilePageCache.pageLoads,1742026995650000000,1742027055678000000,275
FilePageCache.totalPageLoadsUs,1742026995650000000,1742027055678000000,142182
FilePageCacheLockFree.totalClosedStoragesReclaimed,1742026995650000000,1742027055678000000,0
DirectByteBufferAllocator.disposed,1742026995650000000,1742027055678000000,0
FilePageCacheLockFree.totalPagesWritten,1742026995650000000,1742027055678000000,0
FileChannelInterruptsRetryer.totalRetriedAttempts,1742026995650000000,1742027055678000000,0
MappedFileStorage.totalPagesMapped,1742026995650000000,1742027055678000000,14
FilePageCache.capacityInBytes,1742026995650000000,1742027055678000000,503316478
FilePageCache.maxCacheSizeInBytes,1742026995650000000,1742027055678000000,263208960
FilePageCacheLockFree.totalBytesWritten,1742026995650000000,1742027055678000000,0
StorageLockContext.competingThreads.avg,1742026995650000000,1742027055678000000,0.0
FilePageCache.pageLoadsAboveSizeThreshold,1742026995650000000,1742027055678000000,0
StreamlinedBlobStorage.recordsAllocated,1742026995650000000,1742027055678000000,32395
FilePageCacheLockFree.totalBytesRead,1742026995650000000,1742027055678000000,13746
MappedFileStorage.storages,1742026995650000000,1742027055678000000,14
FilePageCacheLockFree.totalPagesRequestsMs,1742026995650000000,1742027055678000000,8
FilePageCacheLockFree.nativeBytesInUse,1742026995650000000,1742027055678000000,24576
DirectByteBufferAllocator.totalSizeOfBuffersCachedInBytes,1742026995650000000,1742027055678000000,0
FilePageCacheLockFree.totalPagesWriteMs,1742026995650000000,1742027055678000000,0
FilePageCache.maxRegisteredFiles,1742026995650000000,1742027055678000000,574
DirectByteBufferAllocator.hits,1742026995650000000,1742027055678000000,22
StreamlinedBlobStorage.recordsRelocated,1742026995650000000,1742027055678000000,0
FilePageCache.disposedBuffers,1742026995650000000,1742027055678000000,22
FilePageCacheLockFree.totalPagesRequested,1742026995650000000,1742027055678000000,10
FilePageCacheLockFree.totalPageAllocationsWaited,1742026995650000000,1742027055678000000,0
FilePageCacheLockFree.totalNativeBytesAllocated,1742026995650000000,1742027055678000000,24576
StreamlinedBlobStorage.recordsDeleted,1742026995650000000,1742027055678000000,20
Indexes.entries.lookupDurationAvgMs,1742026995650000000,1742027055678000000,0.0
IndexesFlusher.totalContentionQuotaSpent,1742026995650000000,1742027055678000000,0
