# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
FilePageCache.totalPageDisposalsUs,1742023507150000000,1742023567156000000,1027
DirectByteBufferAllocator.reclaimed,1742023507150000000,1742023567156000000,19
FilePageCacheLockFree.totalHeapBytesReclaimed,1742023507150000000,1742023567156000000,0
FilePageCacheLockFree.totalPagesReadMs,1742023507150000000,1742023567156000000,1
StreamlinedBlobStorage.recordsAllocated,1742023507150000000,1742023567156000000,32393
FilePageCacheLockFree.housekeeperTurnsDone,1742023507150000000,1742023567156000000,120
DirectByteBufferAllocator.hits,1742023507150000000,1742023567156000000,19
FilePageCache.disposedBuffers,1742023507150000000,1742023567156000000,19
DirectByteBufferAllocator.totalSizeOfBuffersCachedInBytes,1742023507150000000,1742023567156000000,0
FilePageCacheLockFree.totalPagesHandedOver,1742023507150000000,1742023567156000000,0
FilePageCacheLockFree.totalPagesAllocated,1742023507150000000,1742023567156000000,3
MappedFileStorage.storages,1742023507150000000,1742023567156000000,14
FilePageCacheLockFree.totalNativeBytesAllocated,1742023507150000000,1742023567156000000,24576
MappedFileStorage.totalPagesMapped,1742023507150000000,1742023567156000000,14
FilePageCacheLockFree.housekeeperTurnsSkipped,1742023507150000000,1742023567156000000,46989
DirectByteBufferAllocator.misses,1742023507150000000,1742023567156000000,286
StreamlinedBlobStorage.totalLiveRecordsPayloadBytes,1742023507150000000,1742023567156000000,689187
FilePageCache.uncachedFileAccess,1742023507150000000,1742023567156000000,213
FilePageCacheLockFree.totalPageAllocationsWaited,1742023507150000000,1742023567156000000,0
FilePageCacheLockFree.heapBytesInUse,1742023507150000000,1742023567156000000,0
FilePageCache.maxCacheSizeInBytes,1742023507150000000,1742023567156000000,294666240
DirectByteBufferAllocator.disposed,1742023507150000000,1742023567156000000,0
FilePageCacheLockFree.totalBytesWritten,1742023507150000000,1742023567156000000,8
FileChannelInterruptsRetryer.totalRetriedAttempts,1742023507150000000,1742023567156000000,0
FilePageCache.pageLoadsAboveSizeThreshold,1742023507150000000,1742023567156000000,0
StorageLockContext.competingThreads.90P,1742023507150000000,1742023567156000000,0
FilePageCache.totalPageLoadsUs,1742023507150000000,1742023567156000000,154346
FilePageCacheLockFree.totalNativeBytesReclaimed,1742023507150000000,1742023567156000000,0
StreamlinedBlobStorage.recordsDeleted,1742023507150000000,1742023567156000000,20
FilePageCacheLockFree.totalPagesWriteMs,1742023507150000000,1742023567156000000,1
DirectByteBufferAllocator.totalSizeOfBuffersAllocatedInBytes,1742023507150000000,1742023567156000000,294690816
FilePageCacheLockFree.housekeeperTimeSpentMs,1742023507150000000,1742023567156000000,118
FilePageCache.pageLoads,1742023507150000000,1742023567156000000,302
StreamlinedBlobStorage.totalLiveRecordsCapacityBytes,1742023507150000000,1742023567156000000,2615162
MappedFileStorage.totalBytesMapped,1742023507150000000,1742023567156000000,128188416
FilePageCache.pageFastCacheHits,1742023507150000000,1742023567156000000,8514
FilePageCache.pageHits,1742023507150000000,1742023567156000000,189
FilePageCacheLockFree.totalPagesRequested,1742023507150000000,1742023567156000000,82
FilePageCacheLockFree.totalPagesReclaimed,1742023507150000000,1742023567156000000,0
StorageLockContext.competingThreads.avg,1742023507150000000,1742023567156000000,0.0
FilePageCacheLockFree.totalBytesRead,1742023507150000000,1742023567156000000,8674
FilePageCacheLockFree.totalClosedStoragesReclaimed,1742023507150000000,1742023567156000000,0
FilePageCacheLockFree.totalPagesRequestsMs,1742023507150000000,1742023567156000000,5
MappedFileStorage.totalTimeSpentOnMappingUs,1742023507150000000,1742023567156000000,1241
